x,y,ux,uy,speed
67,3,0.000568008,9.06913e-15,0.000568008
68,3,0.000568008,9.06913e-15,0.000568008
69,3,0.000568008,9.06913e-15,0.000568008
70,3,0.000568008,9.06913e-15,0.000568008
71,3,0.000568008,9.06913e-15,0.000568008
72,3,0.000568008,9.06913e-15,0.000568008
73,3,0.000568008,9.06913e-15,0.000568008
74,3,0.000568008,9.06913e-15,0.000568008
75,3,0.000568008,9.06913e-15,0.000568008
76,3,0.000568008,9.06913e-15,0.000568008
77,3,0.000568008,9.06913e-15,0.000568008
78,3,0.000568008,9.06913e-15,0.000568008
79,3,0.000568008,9.06913e-15,0.000568008
80,3,0.000568008,9.06913e-15,0.000568008
81,3,0.000568008,9.06913e-15,0.000568008
82,3,0.000568008,9.06913e-15,0.000568008
83,3,0.000568008,9.06913e-15,0.000568008
84,3,0.000568008,9.06913e-15,0.000568008
85,3,0.000568008,9.06913e-15,0.000568008
86,3,0.000568008,9.06913e-15,0.000568008
87,3,0.000568008,9.06913e-15,0.000568008
88,3,0.000568008,9.06913e-15,0.000568008
89,3,0.000568008,9.06913e-15,0.000568008
90,3,0.000568008,9.06913e-15,0.000568008
91,3,0.000568008,9.06913e-15,0.000568008
92,3,0.000568008,9.06913e-15,0.000568008
93,3,0.000568008,9.06913e-15,0.000568008
94,3,0.000568008,9.06913e-15,0.000568008
95,3,0.000568008,9.06913e-15,0.000568008
96,3,0.000568008,9.06913e-15,0.000568008
97,3,0.000568008,9.06913e-15,0.000568008
98,3,0.000568008,9.06913e-15,0.000568008
99,3,0.000568008,9.06913e-15,0.000568008
100,3,0.000568008,9.06913e-15,0.000568008
101,3,0.000568008,9.06913e-15,0.000568008
102,3,0.000568008,9.06913e-15,0.000568008
103,3,0.000568008,9.06913e-15,0.000568008
104,3,0.000568008,9.06913e-15,0.000568008
105,3,0.000568008,9.06913e-15,0.000568008
106,3,0.000568008,9.06913e-15,0.000568008
107,3,0.000568008,9.06913e-15,0.000568008
108,3,0.000568008,9.06913e-15,0.000568008
109,3,0.000568008,9.06913e-15,0.000568008
110,3,0.000568008,9.06913e-15,0.000568008
111,3,0.000568008,9.06913e-15,0.000568008
112,3,0.000568008,9.06913e-15,0.000568008
113,3,0.000568008,9.06913e-15,0.000568008
114,3,0.000568008,9.06913e-15,0.000568008
115,3,0.000568008,9.06913e-15,0.000568008
116,3,0.000568008,9.06913e-15,0.000568008
117,3,0.000568008,9.06913e-15,0.000568008
118,3,0.000568008,9.06913e-15,0.000568008
119,3,0.000568008,9.06913e-15,0.000568008
120,3,0.000568008,9.06913e-15,0.000568008
121,3,0.000568008,9.06913e-15,0.000568008
122,3,0.000568008,9.06913e-15,0.000568008
123,3,0.000568008,9.06913e-15,0.000568008
124,3,0.000568008,9.06913e-15,0.000568008
125,3,0.000568008,9.06913e-15,0.000568008
126,3,0.000568008,9.06913e-15,0.000568008
127,3,0.000568008,9.06913e-15,0.000568008
128,3,0.000568008,9.06913e-15,0.000568008
129,3,0.000568008,9.06913e-15,0.000568008
130,3,0.000568008,9.06913e-15,0.000568008
131,3,0.000568008,9.06913e-15,0.000568008
132,3,0.000568008,9.06913e-15,0.000568008
133,3,0.000568008,9.06913e-15,0.000568008
134,3,0.000568008,9.06913e-15,0.000568008
135,3,0.000568008,9.06913e-15,0.000568008
136,3,0.000568008,9.06913e-15,0.000568008
137,3,0.000568008,9.06913e-15,0.000568008
138,3,0.000568008,9.06913e-15,0.000568008
139,3,0.000568008,9.06913e-15,0.000568008
140,3,0.000568008,9.06913e-15,0.000568008
141,3,0.000568008,9.06913e-15,0.000568008
142,3,0.000568008,9.06913e-15,0.000568008
143,3,0.000568008,9.06913e-15,0.000568008
